date,closing,volume,opening,highest,lowest,daily_movement,year,month
2020-01-22,113.912,156845150,114.378,118.9,111.82,-0.465999999999994,2020,1
2020-01-21,109.44,89017350,106.05,109.716,105.682,3.3900000000000006,2020,1
2020-01-17,102.1,68145350,101.522,103.134,100.632,0.5779999999999887,2020,1
2020-01-16,102.698,108683250,98.75,102.892,98.434,3.9479999999999933,2020,1
2020-01-15,103.7,86844150,105.952,107.568,103.3571,-2.2519999999999953,2020,1
2020-01-14,107.584,145306900,108.851,109.482,104.98,-1.266999999999996,2020,1
2020-01-13,104.972,133172750,98.7,105.126,98.4,6.271999999999991,2020,1
2020-01-10,95.63,64884150,96.358,96.988,94.74,-0.7280000000000086,2020,1
2020-01-09,96.268,142315950,99.42,99.76,94.574,-3.152000000000001,2020,1
2020-01-08,98.428,155996950,94.74,99.698,93.646,3.6880000000000024,2020,1
2020-01-07,93.812,91045700,92.28,94.326,90.671,1.5319999999999965,2020,1
2020-01-06,90.308,50787500,88.094,90.312,88.0,2.214000000000013,2020,1
2020-01-03,88.602,88973500,88.1,90.8,87.384,0.5020000000000095,2020,1
2020-01-02,86.052,47791930,84.9,86.1391,84.342,1.152000000000001,2020,1
2019-12-31,83.666,51462300,81.0,84.258,80.416,2.665999999999997,2019,12
2019-12-30,82.94,63006350,85.758,85.8,81.8518,-2.817999999999998,2019,12
2019-12-27,86.076,49784135,87.0,87.062,85.222,-0.9240000000000066,2019,12
2019-12-26,86.188,53241450,85.582,86.696,85.27,0.6060000000000088,2019,12
2019-12-24,85.05,40273600,83.672,85.094,82.5375,1.3780000000000001,2019,12
2019-12-23,83.844,66664100,82.356,84.402,82.0,1.4879999999999995,2019,12
2019-12-20,81.118,73926050,82.058,82.6,80.037,-0.9400000000000119,2019,12
2019-12-19,80.808,90601550,79.464,81.37,79.3,1.3440000000000083,2019,12
2019-12-18,78.63,70681950,76.126,79.044,76.116,2.5039999999999907,2019,12
2019-12-17,75.798,42518875,75.798,77.1,75.18,0.0,2019,12
2019-12-16,76.3,91104700,72.51,76.722,72.5,3.789999999999992,2019,12
2019-12-13,71.678,32871405,72.21,73.042,70.928,-0.5319999999999965,2019,12
2019-12-12,71.936,38881055,70.984,72.548,70.646,0.9520000000000124,2019,12
2019-12-11,70.54,34595810,70.3753,71.438,70.218,0.1647000000000105,2019,12
2019-12-10,69.768,44199755,67.992,70.146,67.862,1.7759999999999962,2019,12
2019-12-09,67.906,45201085,67.318,68.89,67.016,0.5880000000000081,2019,12
2019-12-06,67.178,38094685,67.0,67.772,66.954,0.17799999999999727,2019,12
2019-12-05,66.074,18684880,66.566,66.8845,65.45,-0.49200000000000443,2019,12
2019-12-04,66.606,27681275,67.55,67.572,66.57,-0.9440000000000026,2019,12
2019-12-03,67.24,33067380,66.524,67.582,66.4372,0.715999999999994,2019,12
2019-12-02,66.974,30409930,65.88,67.2765,65.7374,1.0940000000000083,2019,12
2019-11-29,65.988,12328145,66.222,66.252,65.5,-0.23399999999999466,2019,11
2019-11-27,66.258,27817295,66.224,66.786,65.714,0.033999999999991815,2019,11
2019-11-26,65.784,39781195,67.054,67.1,65.42,-1.269999999999996,2019,11
2019-11-25,67.268,61728850,68.864,68.914,66.892,-1.5960000000000036,2019,11
2019-11-22,66.608,84353200,68.032,68.2,66.0,-1.4239999999999924,2019,11
2019-11-21,70.966,30550065,70.902,72.168,70.8008,0.06399999999999295,2019,11
2019-11-20,70.444,33669825,72.0,72.24,69.914,-1.5559999999999974,2019,11
2019-11-19,71.904,38680390,70.35,71.998,69.56,1.554000000000002,2019,11
2019-11-18,69.998,22042525,70.5834,70.63,69.22,-0.5853999999999928,2019,11
2019-11-15,70.434,24062815,70.128,70.56,69.672,0.3059999999999974,2019,11
2019-11-14,69.87,32358515,69.222,70.768,68.582,0.6480000000000103,2019,11
2019-11-13,69.222,42339315,71.0,71.266,69.036,-1.7780000000000058,2019,11
2019-11-12,69.986,36796915,69.38,70.074,68.808,0.6060000000000088,2019,11
2019-11-11,69.018,49968445,68.79,69.838,68.4,0.22799999999999443,2019,11
2019-11-08,67.428,30371105,66.9,67.492,66.5,0.5279999999999916,2019,11
2019-11-07,67.108,72336750,65.828,68.3,65.604,1.2800000000000011,2019,11
2019-11-06,65.316,39704660,63.6,65.344,62.9,1.716000000000001,2019,11
2019-11-05,63.444,34717085,63.924,64.702,63.2236,-0.4799999999999969,2019,11
2019-11-04,63.494,43935200,62.96,64.388,61.852,0.5339999999999989,2019,11
2019-11-01,62.662,31919645,63.264,63.296,61.96,-0.6020000000000039,2019,11
2019-10-31,62.984,25334780,62.62,63.8,62.6,0.3640000000000043,2019,10
2019-10-30,63.002,48209050,62.6,63.758,61.994,0.402000000000001,2019,10
2019-10-29,63.244,63421350,63.998,64.86,62.95,-0.7539999999999978,2019,10
2019-10-28,65.542,94351450,65.508,68.168,64.52,0.034000000000006025,2019,10
2019-10-25,65.626,150030450,59.544,66.0,59.222,6.082000000000008,2019,10
2019-10-24,59.936,149096150,59.674,60.986,57.84,0.26200000000000045,2019,10
2019-10-23,50.936,56080900,50.9,51.228,50.27,0.036000000000001364,2019,10
2019-10-22,51.116,23125475,50.864,51.666,50.17,0.25200000000000244,2019,10
2019-10-21,50.7,25540505,51.666,51.9,50.036,-0.965999999999994,2019,10
2019-10-18,51.39,28768330,52.14,52.56,51.02,-0.75,2019,10
2019-10-17,52.394,23895215,52.5,52.956,52.034,-0.10600000000000165,2019,10
2019-10-16,51.95,33521515,51.478,52.42,51.384,0.4720000000000013,2019,10
2019-10-15,51.578,32397280,51.54,52.0,50.824,0.03800000000000381,2019,10
2019-10-14,51.392,51134300,49.58,51.71,49.426,1.8120000000000047,2019,10
2019-10-11,49.578,42440795,49.43,50.216,49.362,0.14800000000000324,2019,10
2019-10-10,48.948,31567085,49.056,49.856,48.316,-0.10799999999999699,2019,10
2019-10-09,48.906,34675165,48.264,49.459,48.13,0.6419999999999959,2019,10
2019-10-08,48.01,43511690,47.174,48.788,46.9,0.8359999999999985,2019,10
2019-10-07,47.544,40434785,45.96,47.712,45.71,1.583999999999996,2019,10
2019-10-04,46.286,40105900,46.322,46.956,45.614,-0.036000000000001364,2019,10
2019-10-03,46.606,75688800,46.372,46.896,44.856,0.23400000000000176,2019,10
2019-10-02,48.626,31282740,48.658,48.93,47.886,-0.03200000000000358,2019,10
2019-10-01,48.938,30981450,48.3,49.19,47.826,0.6380000000000052,2019,10
2019-09-30,48.174,29730805,48.6,48.796,47.2222,-0.42600000000000193,2019,9
2019-09-27,48.426,55615900,48.44,49.742,47.746,-0.013999999999995794,2019,9
2019-09-26,48.512,60393950,46.132,48.662,45.48,2.3800000000000026,2019,9
2019-09-25,45.74,47221430,44.912,45.796,43.672,0.828000000000003,2019,9
2019-09-24,44.642,64705550,48.304,48.398,44.522,-3.661999999999999,2019,9
2019-09-23,48.246,21958150,48.0,49.0359,47.844,0.24600000000000222,2019,9
2019-09-20,48.124,32531320,49.298,49.3892,47.632,-1.1739999999999995,2019,9
2019-09-19,49.32,24415675,49.2,49.588,48.968,0.11999999999999744,2019,9
2019-09-18,48.698,21140515,49.0,49.6337,48.474,-0.3019999999999996,2019,9
2019-09-17,48.958,19734545,48.494,49.12,48.074,0.46399999999999864,2019,9
2019-09-16,48.562,23640480,49.2,49.486,48.234,-0.6380000000000052,2019,9
2019-09-13,49.04,26565725,49.392,49.69,48.973,-0.35200000000000387,2019,9
2019-09-12,49.174,42906050,49.54,50.7,48.88,-0.36599999999999966,2019,9
2019-09-11,49.42,50213900,47.476,49.6348,47.2,1.9440000000000026,2019,9
2019-09-10,47.108,24418570,46.16,47.108,45.788,0.9480000000000004,2019,9
2019-09-09,46.358,24013345,46.0,46.752,45.846,0.357999999999997,2019,9
2019-09-06,45.49,20946860,45.44,45.928,45.034,0.05000000000000426,2019,9
2019-09-05,45.916,37016610,44.5,45.96,44.17,1.4159999999999968,2019,9
2019-09-04,44.136,28843480,45.378,45.692,43.841,-1.2419999999999973,2019,9
2019-09-03,45.002,26802730,44.816,45.79,44.632,0.18599999999999994,2019,9
2019-08-30,45.122,46638875,45.83,46.488,44.8426,-0.7079999999999984,2019,8
2019-08-29,44.342,25915520,43.8,44.68,43.6,0.5420000000000016,2019,8
2019-08-28,43.118,16193125,42.738,43.45,42.462,0.38000000000000256,2019,8
2019-08-27,42.816,27103635,43.148,43.76,42.406,-0.33200000000000074,2019,8
2019-08-26,43.0,25272070,42.72,43.004,42.308,0.28000000000000114,2019,8
2019-08-23,42.28,42798520,43.994,44.234,42.2,-1.7139999999999986,2019,8
2019-08-22,44.43,32824820,44.56,45.08,43.644,-0.13000000000000256,2019,8
2019-08-21,44.166,38998720,44.402,44.644,43.52,-0.2360000000000042,2019,8
2019-08-20,45.172,20852635,45.524,45.818,44.908,-0.35200000000000387,2019,8
2019-08-19,45.366,26558740,44.842,45.566,44.34,0.5240000000000009,2019,8
2019-08-16,43.988,26036880,43.332,44.448,43.204,0.6559999999999988,2019,8
2019-08-15,43.128,41159760,44.172,44.312,42.31,-1.043999999999997,2019,8
2019-08-14,43.924,47812955,46.242,46.3,43.338,-2.317999999999998,2019,8
2019-08-13,47.0,24344990,45.762,47.2,45.51,1.2379999999999995,2019,8
2019-08-12,45.802,23319685,46.598,47.154,45.75,-0.7959999999999994,2019,8
2019-08-09,47.002,19491220,47.2108,47.792,46.762,-0.20879999999999654,2019,8
2019-08-08,47.66,26371745,46.89,47.96,46.53,0.769999999999996,2019,8
2019-08-07,46.684,23882500,45.3,46.7138,45.16,1.3840000000000003,2019,8
2019-08-06,46.15,27821000,46.376,46.5,45.15,-0.2259999999999991,2019,8
2019-08-05,45.664,35141395,45.92,46.2735,45.155,-0.2560000000000002,2019,8
2019-08-02,46.868,30682405,46.27,47.254,45.846,0.597999999999999,2019,8
2019-08-01,46.77,41297580,48.53,48.902,46.354,-1.759999999999998,2019,8
2019-07-31,48.322,45891040,48.6,49.336,47.33,-0.2779999999999987,2019,7
2019-07-30,48.452,40545070,46.58,48.672,46.436,1.8719999999999999,2019,7
2019-07-29,47.154,46366655,45.418,47.188,45.2065,1.7360000000000042,2019,7
2019-07-26,45.608,50138500,45.384,46.052,44.45,0.22399999999999665,2019,7
2019-07-25,45.764,112091250,46.7,46.9,45.11,-0.9359999999999999,2019,7
2019-07-24,52.976,55364200,51.834,53.214,51.632,1.141999999999996,2019,7
2019-07-23,52.034,25115605,51.342,52.096,50.9,0.6920000000000002,2019,7
2019-07-22,51.136,34231365,51.75,52.431,50.8382,-0.6139999999999972,2019,7
2019-07-19,51.636,35242050,51.138,51.992,50.924,0.49800000000000466,2019,7
2019-07-18,50.708,23822415,51.01,51.15,50.377,-0.3019999999999996,2019,7
2019-07-17,50.972,48823635,51.134,51.662,50.67,-0.16199999999999903,2019,7
2019-07-16,50.476,40744945,49.86,50.706,49.5865,0.6159999999999997,2019,7
2019-07-15,50.7,55000450,49.6,50.884,48.972,1.1000000000000014,2019,7
2019-07-12,49.016,46002605,47.95,49.076,47.942,1.0659999999999954,2019,7
2019-07-11,47.72,37572150,47.628,48.3,47.16,0.09199999999999875,2019,7
2019-07-10,47.784,45728680,46.83,47.788,46.628,0.9540000000000006,2019,7
2019-07-09,46.012,30954175,45.794,46.2,45.456,0.21800000000000352,2019,7
2019-07-08,46.068,29402710,46.248,46.45,45.732,-0.17999999999999972,2019,7
2019-07-05,46.62,35328690,46.914,47.09,46.16,-0.29400000000000404,2019,7
2019-07-03,46.98,71005750,47.878,48.314,46.902,-0.8980000000000032,2019,7
2019-07-02,44.91,46295135,45.778,45.83,44.444,-0.8680000000000021,2019,7
2019-07-01,45.434,41189820,46.042,46.6199,45.256,-0.6080000000000041,2019,7
2019-06-28,44.692,34256920,44.198,45.034,44.16,0.4939999999999998,2019,6
2019-06-27,44.568,31698550,43.89,44.58,43.47,0.6779999999999973,2019,6
2019-06-26,43.854,42536040,44.062,45.446,43.62,-0.2079999999999984,2019,6
2019-06-25,43.952,30910355,44.878,45.068,43.898,-0.9260000000000019,2019,6
2019-06-24,44.728,28753855,44.648,45.172,44.204,0.0799999999999983,2019,6
2019-06-21,44.372,41010390,43.244,44.436,43.1,1.1280000000000001,2019,6
2019-06-20,43.924,59317300,44.6,45.38,43.27,-0.6760000000000019,2019,6
2019-06-19,45.286,32875675,45.022,45.554,44.212,0.2640000000000029,2019,6
2019-06-18,44.948,63578950,45.744,46.948,44.512,-0.7959999999999994,2019,6
2019-06-17,45.006,61584000,43.096,45.4,42.854,1.9100000000000037,2019,6
2019-06-14,42.984,37167010,42.25,43.33,42.08,0.7340000000000018,2019,6
2019-06-13,42.782,40841300,42.076,42.98,41.5021,0.705999999999996,2019,6
2019-06-12,41.852,75987700,44.59,44.676,41.8,-2.7380000000000067,2019,6
2019-06-11,43.42,58267700,43.8288,44.18,42.7,-0.4087999999999994,2019,6
2019-06-10,42.576,52925200,42.05,43.388,41.802,0.5260000000000034,2019,6
2019-06-07,40.9,80017650,41.0,42.1688,40.6998,-0.10000000000000142,2019,6
2019-06-06,41.19,101210750,40.888,42.2,40.36,0.3019999999999996,2019,6
2019-06-05,39.318,67553800,39.736,40.2556,38.3697,-0.41799999999999926,2019,6
2019-06-04,38.72,69037600,36.22,38.796,35.922,2.5,2019,6
2019-06-03,35.794,65322050,37.102,37.336,35.3984,-1.3079999999999998,2019,6
2019-05-31,37.032,52033650,37.02,37.9841,36.82,0.01199999999999335,2019,5
2019-05-30,37.644,39632375,37.75,38.451,37.404,-0.10600000000000165,2019,5
2019-05-29,37.972,59843200,37.42,38.478,37.008,0.5519999999999996,2019,5
2019-05-28,37.74,51564500,38.24,39.0,37.57,-0.5,2019,5
2019-05-24,38.126,70682850,39.966,39.996,37.7501,-1.8400000000000034,2019,5
2019-05-23,39.098,132735700,38.868,39.893,37.244,0.22999999999999687,2019,5
2019-05-22,38.546,93425950,39.82,40.788,38.356,-1.274000000000001,2019,5
2019-05-21,41.016,90019500,39.552,41.48,39.208,1.4639999999999986,2019,5
2019-05-20,41.072,102631000,40.56,41.2,39.05,0.5120000000000005,2019,5
2019-05-17,42.206,88933350,44.392,44.448,41.784,-2.186,2019,5
2019-05-16,45.666,37416365,45.898,46.2,45.3,-0.23200000000000642,2019,5
2019-05-15,46.39,36479880,45.864,46.488,45.05,0.5260000000000034,2019,5
2019-05-14,46.462,36262060,45.86,46.9,45.6,0.6020000000000039,2019,5
2019-05-13,45.402,54174000,46.402,46.494,44.9,-1.0,2019,5
2019-05-10,47.904,35041680,47.95,48.398,47.204,-0.045999999999999375,2019,5
2019-05-09,48.396,33556910,48.4,48.736,47.3887,-0.003999999999997783,2019,5
2019-05-08,48.968,30882200,49.388,50.1198,48.84,-0.4199999999999946,2019,5
2019-05-07,49.412,50657050,51.36,51.442,49.02,-1.9480000000000004,2019,5
2019-05-06,51.068,54169700,50.004,51.67,49.7,1.064,2019,5
2019-05-03,51.006,118533850,48.772,51.322,48.698,2.2340000000000018,2019,5
2019-05-02,48.82,90796700,49.104,49.426,47.544,-0.2839999999999989,2019,5
2019-05-01,46.802,53521750,47.77,48.0,46.3,-0.9680000000000035,2019,5
2019-04-30,47.738,47234825,48.412,48.842,47.4,-0.6739999999999995,2019,4
2019-04-29,48.294,83433100,47.172,48.796,46.434,1.1219999999999999,2019,4
2019-04-26,47.028,110755800,49.3,49.336,46.226,-2.2719999999999985,2019,4
2019-04-25,49.526,109116900,51.0,51.8,49.214,-1.4739999999999966,2019,4
2019-04-24,51.732,48285305,52.77,53.064,51.6,-1.0380000000000038,2019,4
2019-04-23,52.78,54546750,52.03,53.12,51.15,0.75,2019,4
2019-04-22,52.55,60508450,53.8,53.936,52.496,-1.25,2019,4
2019-04-18,54.652,29307390,54.246,54.968,53.95,0.4059999999999988,2019,4
2019-04-17,54.246,25590055,54.95,54.958,53.707,-0.7040000000000006,2019,4
2019-04-16,54.672,36332520,53.15,55.0,52.944,1.5219999999999985,2019,4
2019-04-15,53.276,50162450,53.726,53.776,51.726,-0.44999999999999574,2019,4
2019-04-12,53.54,33676930,54.044,54.39,53.366,-0.5039999999999978,2019,4
2019-04-11,53.684,48906470,53.66,54.1,53.12,0.02400000000000091,2019,4
2019-04-10,55.212,35225170,55.348,55.676,54.5785,-0.13599999999999568,2019,4
2019-04-09,54.462,29466235,54.33,55.0,53.922,0.132000000000005,2019,4
2019-04-08,54.64,51823000,55.538,56.232,54.088,-0.8979999999999961,2019,4
2019-04-05,54.992,65113700,53.972,55.22,53.222,1.019999999999996,2019,4
2019-04-04,53.556,118400850,52.378,54.24,52.118,1.1779999999999973,2019,4
2019-04-03,58.362,39583250,57.464,59.234,57.434,0.8980000000000032,2019,4
2019-04-02,57.176,27135920,57.66,57.888,56.776,-0.48399999999999466,2019,4
2019-04-01,57.836,40465670,56.524,57.84,56.2562,1.3119999999999976,2019,4
2019-03-29,55.972,29901775,55.74,56.032,54.9,0.23199999999999932,2019,3
2019-03-28,55.724,33824605,55.432,56.066,55.02,0.2919999999999945,2019,3
2019-03-27,54.966,43761920,53.75,55.074,53.6368,1.216000000000001,2019,3
2019-03-26,53.554,36709340,52.888,54.052,52.886,0.6660000000000039,2019,3
2019-03-25,52.084,51025400,51.942,52.636,50.892,0.142000000000003,2019,3
2019-03-22,52.906,43609750,54.516,54.56,52.8,-1.6099999999999994,2019,3
2019-03-21,54.804,29654625,54.52,55.29,53.69,0.2839999999999989,2019,3
2019-03-20,54.72,34409880,53.938,54.994,53.26,0.7819999999999965,2019,3
2019-03-19,53.494,58871650,53.5,54.66,52.692,-0.006000000000000227,2019,3
2019-03-18,53.898,51324800,55.2,55.61,53.46,-1.3019999999999996,2019,3
2019-03-15,55.086,73786800,56.702,56.7449,54.88,-1.6159999999999997,2019,3
2019-03-14,57.992,35240690,58.49,59.078,57.658,-0.49800000000000466,2019,3
2019-03-13,57.792,34089270,56.78,58.398,56.54,1.0120000000000005,2019,3
2019-03-12,56.672,37440185,57.298,57.614,56.212,-0.6260000000000048,2019,3
2019-03-11,58.184,36861490,56.704,58.256,56.1,1.4799999999999969,2019,3
2019-03-08,56.828,44028860,55.382,57.118,55.178,1.446000000000005,2019,3
2019-03-07,55.318,47053485,55.768,56.94,54.85,-0.45000000000000284,2019,3
2019-03-06,55.248,51596850,55.296,56.3012,54.878,-0.04800000000000182,2019,3
2019-03-05,55.308,93649000,56.4,56.8,54.02,-1.0919999999999987,2019,3
2019-03-04,57.072,85344450,59.624,59.8,56.556,-2.5519999999999996,2019,3
2019-03-01,58.958,114243750,61.388,61.426,58.38,-2.4299999999999997,2019,3
2019-02-28,63.976,48331120,63.784,64.0,62.162,0.19200000000000017,2019,2
2019-02-27,62.948,55720500,60.356,63.259,60.11,2.5919999999999987,2019,2
2019-02-26,59.572,42858045,58.444,60.402,57.754,1.1280000000000001,2019,2
2019-02-25,59.754,31068505,59.582,60.5809,59.4001,0.17199999999999704,2019,2
2019-02-22,58.942,28656900,58.898,59.3,58.42,0.04399999999999693,2019,2
2019-02-21,58.246,44404150,60.362,60.648,58.1,-2.1159999999999997,2019,2
2019-02-20,60.512,35664845,60.882,61.26,59.8,-0.36999999999999744,2019,2
2019-02-19,61.128,20602600,61.312,62.3088,61.094,-0.1839999999999975,2019,2
2019-02-15,61.576,19479075,60.9,61.6,60.78,0.6760000000000019,2019,2
2019-02-14,60.754,25954435,60.676,61.354,60.2,0.07799999999999585,2019,2
2019-02-13,61.634,25651990,62.47,62.55,61.114,-0.8359999999999985,2019,2
2019-02-12,62.362,27427095,63.24,63.638,61.924,-0.8780000000000001,2019,2
2019-02-11,62.568,35570060,62.32,63.72,62.1,0.24799999999999756,2019,2
2019-02-08,61.16,29175390,61.366,61.489,59.7,-0.20600000000000307,2019,2
2019-02-07,61.502,32559150,62.66,62.94,60.6,-1.1579999999999941,2019,2
2019-02-06,63.444,25156840,63.918,64.848,63.1248,-0.47399999999999665,2019,2
2019-02-05,64.27,33673695,62.498,64.488,62.4499,1.7719999999999985,2019,2
2019-02-04,62.578,36720380,62.596,63.06,60.376,-0.017999999999993577,2019,2
2019-02-01,62.442,36318090,61.084,63.22,60.7,1.357999999999997,2019,2
2019-01-31,61.404,62725950,60.2,62.3127,58.8,1.2040000000000006,2019,1
2019-01-30,61.754,52970200,60.09,61.8,59.698,1.6639999999999944,2019,1
2019-01-29,59.492,23014665,59.054,59.7113,58.36,0.4379999999999953,2019,1
2019-01-28,59.276,32047385,58.582,59.492,57.55,0.6940000000000026,2019,1
2019-01-25,59.408,35513905,58.878,59.7039,57.91,0.5300000000000011,2019,1
2019-01-24,58.302,39954555,56.606,58.736,55.8566,1.695999999999998,2019,1
2019-01-23,57.518,62565400,58.5,58.9,56.338,-0.9819999999999993,2019,1
2019-01-22,59.784,60260650,60.964,61.6,59.1,-1.1799999999999997,2019,1
2019-01-18,60.452,120396300,64.6,65.4259,59.946,-4.147999999999996,2019,1
2019-01-17,69.462,18305810,69.242,70.3,68.83,0.21999999999999886,2019,1
2019-01-16,69.21,23386135,68.956,70.4,68.7,0.2539999999999907,2019,1
2019-01-15,68.886,30239450,67.0,69.76,66.9,1.8859999999999957,2019,1
2019-01-14,66.88,26163450,68.476,68.5,66.8,-1.5960000000000036,2019,1
2019-01-11,69.452,25175390,68.418,69.682,67.754,1.0339999999999918,2019,1
2019-01-10,68.994,30248105,66.88,69.078,66.358,2.1140000000000043,2019,1
2019-01-09,67.706,27133090,67.1,68.7005,66.294,0.6060000000000088,2019,1
2019-01-08,67.07,34972135,68.392,68.802,65.404,-1.3220000000000027,2019,1
2019-01-07,66.992,37711690,64.344,67.348,63.5502,2.6480000000000103,2019,1
2019-01-04,63.538,36913775,61.2,63.6,60.546,2.337999999999994,2019,1
2019-01-03,60.072,34742885,61.4,61.88,59.476,-1.3279999999999959,2019,1
2019-01-02,62.024,58056350,61.22,63.026,59.76,0.804000000000002,2019,1
2018-12-31,66.56,31471490,67.558,67.842,65.052,-0.9980000000000047,2018,12
2018-12-28,66.774,49593885,64.62,67.248,63.682,2.1539999999999964,2018,12
2018-12-27,63.226,42836925,63.968,64.4343,60.3,-0.7420000000000044,2018,12
2018-12-26,65.218,40715510,60.0,65.394,58.818,5.2180000000000035,2018,12
2018-12-24,59.078,27799565,62.7,62.9,59.039,-3.622,2018,12
2018-12-21,63.954,39986095,63.48,64.694,62.488,0.47400000000000375,2018,12
2018-12-20,63.076,45246945,65.4108,66.058,62.3738,-2.334799999999994,2018,12
2018-12-19,66.594,41281870,67.52,69.402,65.948,-0.9260000000000019,2018,12
2018-12-18,67.406,35424435,70.108,70.31,66.738,-2.701999999999998,2018,12
2018-12-17,69.684,38324160,72.4,73.14,68.776,-2.716000000000008,2018,12
2018-12-14,73.142,31638125,75.0,75.574,72.866,-1.858000000000004,2018,12
2018-12-13,75.358,36740840,74.03,75.488,73.35,1.328000000000003,2018,12
2018-12-12,73.32,25098625,73.884,74.382,73.032,-0.5640000000000072,2018,12
2018-12-11,73.352,31492360,73.982,74.4338,72.046,-0.6299999999999955,2018,12
2018-12-10,73.03,32876705,72.0,73.196,70.624,1.0300000000000011,2018,12
2018-12-07,71.593,57421750,73.8,75.898,71.53,-2.2069999999999936,2018,12
2018-12-06,72.612,39143445,71.202,73.476,70.152,1.4099999999999966,2018,12
2018-12-04,71.94,42151065,71.21,73.736,70.4,0.730000000000004,2018,12
2018-12-03,71.698,41479215,72.0,73.2,70.4,-0.3020000000000067,2018,12
2018-11-30,70.096,28105520,68.366,70.32,67.653,1.730000000000004,2018,11
2018-11-29,68.234,15380130,69.4,69.5,67.91,-1.166000000000011,2018,11
2018-11-28,69.574,20570190,69.198,69.656,68.442,0.3760000000000048,2018,11
2018-11-27,68.784,31735020,68.01,69.392,67.1,0.7740000000000009,2018,11
2018-11-26,69.2,39865595,65.0,69.244,65.0,4.200000000000003,2018,11
2018-11-23,65.166,21013210,66.869,67.5,65.11,-1.703000000000003,2018,11
2018-11-21,67.638,23386945,70.4,70.62,67.4799,-2.7620000000000005,2018,11
2018-11-20,69.498,39956265,68.35,69.96,66.71,1.1480000000000103,2018,11
2018-11-19,70.694,48492795,71.268,73.35,70.576,-0.5739999999999981,2018,11
2018-11-16,70.862,35972290,69.038,71.14,69.024,1.823999999999998,2018,11
2018-11-15,69.688,23000650,68.466,69.716,67.808,1.2220000000000084,2018,11
2018-11-14,68.8,25160415,68.54,69.422,67.43,0.2599999999999909,2018,11
2018-11-13,67.746,27113780,66.632,68.94,66.44,1.11399999999999,2018,11
2018-11-12,66.256,34584825,69.674,69.956,66.068,-3.4180000000000064,2018,11
2018-11-09,70.102,25467280,69.8,70.8,69.046,0.3020000000000067,2018,11
2018-11-08,70.28,35401015,69.7,71.5151,69.688,0.5799999999999983,2018,11
2018-11-07,69.632,36833530,68.668,70.236,68.16,0.9639999999999986,2018,11
2018-11-06,68.212,33759650,67.814,69.76,67.218,0.39800000000001035,2018,11
2018-11-05,68.28,39104225,68.1,68.791,66.028,0.18000000000000682,2018,11
2018-11-02,69.282,38999600,68.748,69.84,68.182,0.5339999999999918,2018,11
2018-11-01,68.856,39904730,67.652,69.568,66.945,1.2039999999999935,2018,11
2018-10-31,67.464,38004200,66.508,68.4,65.82,0.9560000000000031,2018,10
2018-10-30,65.98,45545600,65.678,67.58,64.452,0.3020000000000067,2018,10
2018-10-29,66.97,72275750,67.494,69.432,65.3,-0.5240000000000009,2018,10
2018-10-26,66.18,136901100,61.65,67.98,61.33,4.530000000000008,2018,10
2018-10-25,62.972,103858350,63.444,64.2,60.202,-0.4720000000000013,2018,10
2018-10-24,57.7,96752250,60.21,60.888,57.146,-2.509999999999998,2018,10
2018-10-23,58.828,94781050,52.774,59.586,52.42,6.054000000000002,2018,10
2018-10-22,52.19,27974275,52.136,52.372,50.518,0.05399999999999494,2018,10
2018-10-19,52.0,46723820,53.478,53.932,50.7,-1.4780000000000015,2018,10
2018-10-18,52.782,27009355,53.858,54.2,52.6,-1.0760000000000005,2018,10
2018-10-17,54.356,43184745,56.48,56.54,53.1606,-2.1239999999999952,2018,10
2018-10-16,55.318,47505600,53.14,55.475,52.448,2.1779999999999973,2018,10
2018-10-15,51.918,30945130,51.812,52.656,50.9073,0.10600000000000165,2018,10
2018-10-12,51.756,35946285,52.2,52.398,50.402,-0.4440000000000026,2018,10
2018-10-11,50.446,40640920,51.506,52.45,49.806,-1.0600000000000023,2018,10
2018-10-10,51.376,63907800,52.922,53.102,49.554,-1.5459999999999994,2018,10
2018-10-09,52.56,60188900,51.05,53.354,50.66,1.5100000000000051,2018,10
2018-10-08,50.112,66855900,52.904,53.552,49.8,-2.7920000000000016,2018,10
2018-10-05,52.39,89503550,54.93,54.976,52.0,-2.539999999999999,2018,10
2018-10-04,56.366,48194425,58.79,58.8,55.534,-2.4239999999999995,2018,10
2018-10-03,58.96,39911360,60.666,60.92,58.314,-1.705999999999996,2018,10
2018-10-02,60.204,58498450,62.79,63.368,59.83,-2.5859999999999985,2018,10
2018-10-01,62.14,108571050,61.154,62.288,60.21,0.9859999999999971,2018,10
2018-09-28,52.954,167986450,54.052,55.6,52.111,-1.097999999999999,2018,9
2018-09-27,61.504,36688800,62.58,62.992,61.382,-1.0760000000000005,2018,9
2018-09-26,61.916,39179315,60.382,62.778,60.2219,1.533999999999999,2018,9
2018-09-25,60.198,22361435,60.0,60.92,59.3,0.1980000000000004,2018,9
2018-09-24,59.936,24171920,59.696,60.5999,58.716,0.240000000000002,2018,9
2018-09-21,59.82,25192485,59.54,60.116,59.074,0.28000000000000114,2018,9
2018-09-20,59.666,36662385,60.712,61.196,58.666,-1.0460000000000065,2018,9
2018-09-19,59.804,41321765,56.102,60.0,56.1,3.7020000000000053,2018,9
2018-09-18,56.992,82471400,59.338,60.528,55.1,-2.3460000000000036,2018,9
